INFO 2024-05-16 09:02:52,835 autoreload 14 140407794355072 Watching for file changes with StatReloader
DEBUG 2024-05-16 09:16:27,667 autoreload 23 139881974692736 File /workspace/myapp/accounts/migrations/0001_initial.py first seen with mtime 1714006231.8635535
DEBUG 2024-05-16 09:16:27,667 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/utils/http.py first seen with mtime 1713847791.2010102
DEBUG 2024-05-16 09:16:27,667 autoreload 23 139881974692736 File /usr/local/lib/python3.12/re/_parser.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,667 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/utils/encoding.py first seen with mtime 1713847791.2010102
DEBUG 2024-05-16 09:16:27,668 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/models/indexes.py first seen with mtime 1713847791.1610098
DEBUG 2024-05-16 09:16:27,668 autoreload 23 139881974692736 File /usr/local/lib/python3.12/lib-dynload/_csv.cpython-312-x86_64-linux-gnu.so first seen with mtime 1712759897.0
DEBUG 2024-05-16 09:16:27,668 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/templatetags/__init__.py first seen with mtime 1713847791.19101
DEBUG 2024-05-16 09:16:27,670 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/views/defaults.py first seen with mtime 1713847791.2110102
DEBUG 2024-05-16 09:16:27,670 autoreload 23 139881974692736 File /usr/local/lib/python3.12/_markupbase.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,670 autoreload 23 139881974692736 File /usr/local/lib/python3.12/urllib/request.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,671 autoreload 23 139881974692736 File /usr/local/lib/python3.12/_weakrefset.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,671 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/files/base.py first seen with mtime 1713847791.1210096
DEBUG 2024-05-16 09:16:27,671 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/handlers/base.py first seen with mtime 1713847791.1210096
DEBUG 2024-05-16 09:16:27,671 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/backends/base/__init__.py first seen with mtime 1713847791.1410098
DEBUG 2024-05-16 09:16:27,672 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/cache/utils.py first seen with mtime 1713847791.1210096
DEBUG 2024-05-16 09:16:27,672 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/handlers/wsgi.py first seen with mtime 1713847791.1210096
DEBUG 2024-05-16 09:16:27,672 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/utils/datetime_safe.py first seen with mtime 1713847791.2010102
DEBUG 2024-05-16 09:16:27,672 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/mptt/__init__.py first seen with mtime 1713847792.841023
DEBUG 2024-05-16 09:16:27,673 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/mptt/forms.py first seen with mtime 1713847792.841023
DEBUG 2024-05-16 09:16:27,673 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/pytz/tzinfo.py first seen with mtime 1713847789.4609966
DEBUG 2024-05-16 09:16:27,673 autoreload 23 139881974692736 File /usr/local/lib/python3.12/base64.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,673 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/utils/safestring.py first seen with mtime 1713847791.2010102
DEBUG 2024-05-16 09:16:27,674 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/backends/postgresql/introspection.py first seen with mtime 1713847791.1510098
DEBUG 2024-05-16 09:16:27,674 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/checks/security/__init__.py first seen with mtime 1713847791.1210096
DEBUG 2024-05-16 09:16:27,674 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/models/functions/math.py first seen with mtime 1713847791.1610098
DEBUG 2024-05-16 09:16:27,674 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/pytz/lazy.py first seen with mtime 1713847789.4509964
DEBUG 2024-05-16 09:16:27,675 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/checks/messages.py first seen with mtime 1713847791.1210096
DEBUG 2024-05-16 09:16:27,675 autoreload 23 139881974692736 File /usr/local/lib/python3.12/lib-dynload/_socket.cpython-312-x86_64-linux-gnu.so first seen with mtime 1712759897.0
DEBUG 2024-05-16 09:16:27,675 autoreload 23 139881974692736 File /usr/local/lib/python3.12/email/encoders.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,676 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/models/fields/proxy.py first seen with mtime 1713847791.1610098
DEBUG 2024-05-16 09:16:27,676 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/models/lookups.py first seen with mtime 1713847791.1610098
DEBUG 2024-05-16 09:16:27,677 autoreload 23 139881974692736 File /usr/local/lib/python3.12/pprint.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,677 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/pytz/exceptions.py first seen with mtime 1713847789.4509964
DEBUG 2024-05-16 09:16:27,677 autoreload 23 139881974692736 File /usr/local/lib/python3.12/token.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,677 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/apps/config.py first seen with mtime 1713847790.291003
DEBUG 2024-05-16 09:16:27,678 autoreload 23 139881974692736 File /usr/local/lib/python3.12/hmac.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,678 autoreload 23 139881974692736 File /usr/local/lib/python3.12/string.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,687 autoreload 23 139881974692736 File /usr/local/lib/python3.12/concurrent/futures/_base.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,688 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/PIL/_util.py first seen with mtime 1713847789.8109994
DEBUG 2024-05-16 09:16:27,688 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/models/deletion.py first seen with mtime 1713847791.1610098
DEBUG 2024-05-16 09:16:27,688 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/middleware/common.py first seen with mtime 1713847791.18101
DEBUG 2024-05-16 09:16:27,688 autoreload 23 139881974692736 File /usr/local/lib/python3.12/struct.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,689 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/views/generic/edit.py first seen with mtime 1713847791.2110102
DEBUG 2024-05-16 09:16:27,689 autoreload 23 139881974692736 File /usr/local/lib/python3.12/keyword.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,689 autoreload 23 139881974692736 File /usr/local/lib/python3.12/queue.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,689 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/mail/__init__.py first seen with mtime 1713847791.1310096
DEBUG 2024-05-16 09:16:27,690 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/utils/html.py first seen with mtime 1713847791.2010102
DEBUG 2024-05-16 09:16:27,690 autoreload 23 139881974692736 File /usr/local/lib/python3.12/asyncio/tasks.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,690 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/contrib/admin/sites.py first seen with mtime 1713847790.431004
DEBUG 2024-05-16 09:16:27,691 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/views/generic/list.py first seen with mtime 1713847791.2110102
DEBUG 2024-05-16 09:16:27,691 autoreload 23 139881974692736 File /usr/local/lib/python3.12/email/base64mime.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,692 autoreload 23 139881974692736 File /usr/local/lib/python3.12/asyncio/exceptions.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,692 autoreload 23 139881974692736 File /usr/local/lib/python3.12/re/_casefix.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,692 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/urls/exceptions.py first seen with mtime 1713847791.19101
DEBUG 2024-05-16 09:16:27,692 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/PIL/ExifTags.py first seen with mtime 1713847789.8309994
DEBUG 2024-05-16 09:16:27,693 autoreload 23 139881974692736 File /usr/local/lib/python3.12/asyncio/queues.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,693 autoreload 23 139881974692736 File /usr/local/lib/python3.12/glob.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,693 autoreload 23 139881974692736 File /workspace/myapp/memorymap/forms.py first seen with mtime 1715453653.4270346
DEBUG 2024-05-16 09:16:27,694 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/migrations/loader.py first seen with mtime 1713847791.1510098
DEBUG 2024-05-16 09:16:27,694 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/models/fields/related_lookups.py first seen with mtime 1713847791.1610098
DEBUG 2024-05-16 09:16:27,694 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/files/uploadhandler.py first seen with mtime 1713847791.1210096
DEBUG 2024-05-16 09:16:27,694 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/psycopg2/errorcodes.py first seen with mtime 1713847789.6809983
DEBUG 2024-05-16 09:16:27,695 autoreload 23 139881974692736 File /usr/local/lib/python3.12/urllib/__init__.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,695 autoreload 23 139881974692736 File /usr/local/lib/python3.12/contextvars.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,695 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/contrib/auth/signals.py first seen with mtime 1713847790.651006
DEBUG 2024-05-16 09:16:27,695 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/migrations/state.py first seen with mtime 1713847791.1510098
DEBUG 2024-05-16 09:16:27,695 autoreload 23 139881974692736 File /usr/local/lib/python3.12/email/iterators.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,696 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/serializers/base.py first seen with mtime 1713847791.1410098
DEBUG 2024-05-16 09:16:27,696 autoreload 23 139881974692736 File /usr/local/lib/python3.12/asyncio/log.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,696 autoreload 23 139881974692736 File /usr/local/lib/python3.12/unittest/case.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,696 autoreload 23 139881974692736 File /usr/local/lib/python3.12/selectors.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,696 autoreload 23 139881974692736 File /usr/local/lib/python3.12/email/mime/text.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,697 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/mptt/templatetags/mptt_admin.py first seen with mtime 1713847792.8510232
DEBUG 2024-05-16 09:16:27,697 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/models/sql/query.py first seen with mtime 1713847791.17101
DEBUG 2024-05-16 09:16:27,697 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/contrib/admin/migrations/0003_logentry_add_action_flag_choices.py first seen with mtime 1713847790.541005
DEBUG 2024-05-16 09:16:27,697 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/contrib/auth/base_user.py first seen with mtime 1713847790.651006
DEBUG 2024-05-16 09:16:27,698 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/utils/timesince.py first seen with mtime 1713847791.2010102
DEBUG 2024-05-16 09:16:27,698 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/asgiref/current_thread_executor.py first seen with mtime 1713847790.1710021
DEBUG 2024-05-16 09:16:27,698 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/handlers/__init__.py first seen with mtime 1713847791.1210096
DEBUG 2024-05-16 09:16:27,698 autoreload 23 139881974692736 File /usr/local/lib/python3.12/_compression.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,699 autoreload 23 139881974692736 File /usr/local/lib/python3.12/heapq.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,699 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/models/expressions.py first seen with mtime 1713847791.1610098
DEBUG 2024-05-16 09:16:27,699 autoreload 23 139881974692736 File /workspace/myapp/accounts/__init__.py first seen with mtime 1709702064.9159434
DEBUG 2024-05-16 09:16:27,699 autoreload 23 139881974692736 File /usr/local/lib/python3.12/asyncio/base_subprocess.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,699 autoreload 23 139881974692736 File /workspace/myapp/myapp/urls.py first seen with mtime 1714457635.0507827
DEBUG 2024-05-16 09:16:27,700 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/backends/base/operations.py first seen with mtime 1713847791.1410098
DEBUG 2024-05-16 09:16:27,700 autoreload 23 139881974692736 File /usr/local/lib/python3.12/quopri.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,700 autoreload 23 139881974692736 File /usr/local/lib/python3.12/asyncio/__init__.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,700 autoreload 23 139881974692736 File /usr/local/lib/python3.12/asyncio/mixins.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,701 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/PIL/__init__.py first seen with mtime 1713847789.8109994
DEBUG 2024-05-16 09:16:27,701 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/contrib/admin/apps.py first seen with mtime 1713847790.431004
DEBUG 2024-05-16 09:16:27,701 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/handlers/asgi.py first seen with mtime 1713847791.1210096
DEBUG 2024-05-16 09:16:27,701 autoreload 23 139881974692736 File /workspace/myapp/memorymap/migrations/0003_alter_media_post.py first seen with mtime 1715433718.4607234
DEBUG 2024-05-16 09:16:27,702 autoreload 23 139881974692736 File /usr/local/lib/python3.12/email/mime/nonmultipart.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,702 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/migrations/operations/special.py first seen with mtime 1713847791.1510098
DEBUG 2024-05-16 09:16:27,702 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/PIL/_version.py first seen with mtime 1713847789.8109994
DEBUG 2024-05-16 09:16:27,702 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/contrib/contenttypes/fields.py first seen with mtime 1713847790.7110064
DEBUG 2024-05-16 09:16:27,703 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/templatetags/i18n.py first seen with mtime 1713847791.19101
DEBUG 2024-05-16 09:16:27,703 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/views/debug.py first seen with mtime 1713847791.2110102
DEBUG 2024-05-16 09:16:27,703 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/asgiref/__init__.py first seen with mtime 1713847790.1710021
DEBUG 2024-05-16 09:16:27,703 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/serializers/python.py first seen with mtime 1713847791.1410098
DEBUG 2024-05-16 09:16:27,704 autoreload 23 139881974692736 File /usr/local/lib/python3.12/urllib/response.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,704 autoreload 23 139881974692736 File /usr/local/lib/python3.12/unittest/util.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,704 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/contrib/sessions/backends/__init__.py first seen with mtime 1713847791.0210087
DEBUG 2024-05-16 09:16:27,704 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/contrib/auth/validators.py first seen with mtime 1713847790.651006
DEBUG 2024-05-16 09:16:27,705 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/mptt/settings.py first seen with mtime 1713847792.841023
DEBUG 2024-05-16 09:16:27,705 autoreload 23 139881974692736 File /usr/local/lib/python3.12/unittest/result.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,705 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/utils/hashable.py first seen with mtime 1713847791.2010102
DEBUG 2024-05-16 09:16:27,707 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/views/decorators/csrf.py first seen with mtime 1713847791.2110102
DEBUG 2024-05-16 09:16:27,707 autoreload 23 139881974692736 File /usr/local/lib/python3.12/unittest/loader.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,708 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/checks/model_checks.py first seen with mtime 1713847791.1210096
DEBUG 2024-05-16 09:16:27,708 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/contrib/staticfiles/management/commands/runserver.py first seen with mtime 1713847791.1110096
DEBUG 2024-05-16 09:16:27,708 autoreload 23 139881974692736 File /usr/local/lib/python3.12/concurrent/futures/__init__.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,710 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/http/request.py first seen with mtime 1713847791.18101
DEBUG 2024-05-16 09:16:27,710 autoreload 23 139881974692736 File /usr/local/lib/python3.12/gzip.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,711 autoreload 23 139881974692736 File /usr/local/lib/python3.12/inspect.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,711 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/asgiref/local.py first seen with mtime 1713847790.1710021
DEBUG 2024-05-16 09:16:27,712 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/models/fields/files.py first seen with mtime 1713847791.1610098
DEBUG 2024-05-16 09:16:27,713 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/checks/registry.py first seen with mtime 1713847791.1210096
DEBUG 2024-05-16 09:16:27,713 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/wsgi.py first seen with mtime 1713847791.1210096
DEBUG 2024-05-16 09:16:27,713 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/asgiref/sync.py first seen with mtime 1713847790.1810021
DEBUG 2024-05-16 09:16:27,713 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/urls/base.py first seen with mtime 1713847791.19101
DEBUG 2024-05-16 09:16:27,713 autoreload 23 139881974692736 File /usr/local/lib/python3.12/lib-dynload/_queue.cpython-312-x86_64-linux-gnu.so first seen with mtime 1712759897.0
DEBUG 2024-05-16 09:16:27,714 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/models/query_utils.py first seen with mtime 1713847791.1610098
DEBUG 2024-05-16 09:16:27,714 autoreload 23 139881974692736 File /usr/local/lib/python3.12/decimal.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,714 autoreload 23 139881974692736 File /usr/local/lib/python3.12/locale.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,714 autoreload 23 139881974692736 File /usr/local/lib/python3.12/lib-dynload/math.cpython-312-x86_64-linux-gnu.so first seen with mtime 1712759897.0
DEBUG 2024-05-16 09:16:27,718 autoreload 23 139881974692736 File /usr/local/lib/python3.12/types.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,718 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/PIL/_binary.py first seen with mtime 1713847789.8509996
DEBUG 2024-05-16 09:16:27,718 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/serializers/json.py first seen with mtime 1713847791.1410098
DEBUG 2024-05-16 09:16:27,718 autoreload 23 139881974692736 File /usr/local/lib/python3.12/traceback.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,718 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/utils/translation/reloader.py first seen with mtime 1713847791.2110102
DEBUG 2024-05-16 09:16:27,718 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/mptt/managers.py first seen with mtime 1713847792.841023
DEBUG 2024-05-16 09:16:27,719 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/management/color.py first seen with mtime 1713847791.1310096
DEBUG 2024-05-16 09:16:27,720 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/contrib/admin/filters.py first seen with mtime 1713847790.431004
DEBUG 2024-05-16 09:16:27,720 autoreload 23 139881974692736 File /usr/local/lib/python3.12/dataclasses.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,720 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/utils/functional.py first seen with mtime 1713847791.2010102
DEBUG 2024-05-16 09:16:27,720 autoreload 23 139881974692736 File /usr/local/lib/python3.12/asyncio/runners.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,721 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/mptt/exceptions.py first seen with mtime 1713847792.841023
DEBUG 2024-05-16 09:16:27,721 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/forms/widgets.py first seen with mtime 1713847791.17101
DEBUG 2024-05-16 09:16:27,721 autoreload 23 139881974692736 File /usr/local/lib/python3.12/wsgiref/__init__.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,721 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/files/temp.py first seen with mtime 1713847791.1210096
DEBUG 2024-05-16 09:16:27,722 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/models/sql/subqueries.py first seen with mtime 1713847791.17101
DEBUG 2024-05-16 09:16:27,722 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/template/autoreload.py first seen with mtime 1713847791.18101
DEBUG 2024-05-16 09:16:27,722 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/utils/baseconv.py first seen with mtime 1713847791.2010102
DEBUG 2024-05-16 09:16:27,722 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/sqlparse/filters/tokens.py first seen with mtime 1713847789.620998
DEBUG 2024-05-16 09:16:27,722 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/files/utils.py first seen with mtime 1713847791.1210096
DEBUG 2024-05-16 09:16:27,723 autoreload 23 139881974692736 File /workspace/myapp/memorymap/urls.py first seen with mtime 1715653879.9544
DEBUG 2024-05-16 09:16:27,723 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/__init__.py first seen with mtime 1713847791.1110096
DEBUG 2024-05-16 09:16:27,723 autoreload 23 139881974692736 File /usr/local/lib/python3.12/tokenize.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,723 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/models/functions/datetime.py first seen with mtime 1713847791.1610098
DEBUG 2024-05-16 09:16:27,723 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/conf/locale/__init__.py first seen with mtime 1713847790.291003
DEBUG 2024-05-16 09:16:27,723 autoreload 23 139881974692736 File /usr/local/lib/python3.12/asyncio/protocols.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,724 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/models/functions/comparison.py first seen with mtime 1713847791.1610098
DEBUG 2024-05-16 09:16:27,724 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/conf/__init__.py first seen with mtime 1713847790.291003
DEBUG 2024-05-16 09:16:27,724 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/views/generic/dates.py first seen with mtime 1713847791.2110102
DEBUG 2024-05-16 09:16:27,724 autoreload 23 139881974692736 File /usr/local/lib/python3.12/asyncio/trsock.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,724 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/sqlparse/formatter.py first seen with mtime 1713847789.620998
DEBUG 2024-05-16 09:16:27,724 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/sqlparse/filters/reindent.py first seen with mtime 1713847789.620998
DEBUG 2024-05-16 09:16:27,724 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/PIL/Image.py first seen with mtime 1713847789.8209994
DEBUG 2024-05-16 09:16:27,725 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/db/backends/base/base.py first seen with mtime 1713847791.1410098
DEBUG 2024-05-16 09:16:27,725 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/template/loaders/__init__.py first seen with mtime 1713847791.19101
DEBUG 2024-05-16 09:16:27,725 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/pytz/tzfile.py first seen with mtime 1713847789.4509964
DEBUG 2024-05-16 09:16:27,725 autoreload 23 139881974692736 File /usr/local/lib/python3.12/hashlib.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,725 autoreload 23 139881974692736 File /usr/local/lib/python3.12/asyncio/base_events.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,726 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/core/cache/backends/base.py first seen with mtime 1713847791.1210096
DEBUG 2024-05-16 09:16:27,726 autoreload 23 139881974692736 File /usr/local/lib/python3.12/html/entities.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,726 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/psycopg2/extensions.py first seen with mtime 1713847789.6809983
DEBUG 2024-05-16 09:16:27,726 autoreload 23 139881974692736 File /usr/local/lib/python3.12/asyncio/locks.py first seen with mtime 1712759889.0
DEBUG 2024-05-16 09:16:27,727 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/autoslug/__init__.py first seen with mtime 1713847789.6009977
DEBUG 2024-05-16 09:16:27,727 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/contrib/admin/views/main.py first seen with mtime 1713847790.5910053
DEBUG 2024-05-16 09:16:27,728 autoreload 23 139881974692736 File /usr/local/lib/python3.12/lib-dynload/_bz2.cpython-312-x86_64-linux-gnu.so first seen with mtime 1712759897.0
DEBUG 2024-05-16 09:16:27,728 autoreload 23 139881974692736 File /workspace/myapp/accounts/forms.py first seen with mtime 1714027099.7501032
DEBUG 2024-05-16 09:16:27,728 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/utils/cache.py first seen with mtime 1713847791.2010102
DEBUG 2024-05-16 09:16:27,728 autoreload 23 139881974692736 File /usr/local/lib/python3.12/bz2.py first seen with mtime 1712759888.0
DEBUG 2024-05-16 09:16:27,729 autoreload 23 139881974692736 File /usr/local/lib/python3.12/site-packages/django/utils/topological_sort.py first seen with mtime 1713847791.2010102
DEBUG 2024-05-16 09:16:27,729 autoreload 23 139881974692736 File /usr/local/lib/python3.12/email/policy.py first seen with mtime 1712759889.0
